monthly_revenue,revenue_growth_rate,revenue_consistency,refund_rate,chargeback_rate,settlement_velocity_days,customer_repeat_rate,payment_diversity_score,peak_season_ratio,failed_payment_rate,avg_transaction_value,transaction_volume_monthly,dispute_resolution_rate,late_settlement_frequency,revenue_concentration_risk
0.3182996,-5.995227,-40.907623,-5.42375,-26.100662,-0.20088509,-15.51662,-12.680886,-0.33104807,-7.372229,0.016925069,0.5624435,-41.093765,-53.490097,-4.065652
1.9039361,-2.5834115,-25.02501,-3.977335,2.99862,-2.5589108,-11.992789,-15.334147,-0.7195255,-7.9840717,-0.52660227,0.6515446,-27.15109,10.727689,-4.023028
2.0670485,-1.7710294,-24.933601,0.26194754,2.2766232,-2.7353175,-11.371955,-3.8481534,0.0879065,-5.2731123,-0.3016746,-0.30322325,-17.107515,-29.548864,0.9083461
2.6858184,-0.210391,8.236248,0.5292451,6.4761043,-3.6110237,-0.4685297,-0.18874276,1.1542412,-3.6301832,0.13843864,-0.67776334,-16.953077,10.003023,1.5770973
-0.9259143,-1.7668697,-40.409542,-5.26575,-24.090197,-1.1752106,-15.479227,-11.607729,-0.38370237,-9.515764,0.27453122,-0.39506817,-40.978165,-52.7167,-4.2923255
0.06453959,-1.4579891,1.9282643,0.32139903,-0.9100692,0.7512406,-0.7109923,-1.5006214,0.6720705,1.2122443,-0.33715537,0.66469204,-14.2629795,12.846261,1.3286518
2.5448012,1.0435401,17.476448,3.637568,6.5870557,2.1286275,8.827163,4.7186837,-0.35088822,3.2659132,-1.2127982,-0.116443925,24.02791,16.921001,1.2879492
1.0611815,0.7563009,-2.1646376,-0.707191,4.503723,-1.9238722,-0.6646787,0.16343196,0.2001058,-1.5174345,-0.36928886,-0.5033614,-4.532564,9.508534,1.1300467
3.784189,2.0155854,27.032045,2.6540859,5.3000665,4.1004305,8.01105,5.3541107,0.49359292,3.3394704,0.9860007,-0.54042184,29.064909,18.385172,0.999268
2.379336,-0.8604742,-23.489697,1.263325,4.6678853,-1.1136776,-10.794571,-10.977283,-0.18046838,-4.9551415,-0.54942036,0.82695085,-22.248291,-26.189747,-2.057574
1.9385675,-3.0117192,-22.57518,0.7326719,7.6629148,-5.196656,-12.184206,-10.728632,0.63174075,-4.806674,-0.4593885,1.1824194,-15.137378,-25.371904,-2.4280019
1.7997454,-2.1409507,-4.3017488,-0.08425572,6.5997286,2.219355,1.3146386,-1.9789474,-0.53224367,1.8504566,-0.2713211,0.7006855,-13.732966,11.848587,0.8257262
1.016669,-1.8999778,-36.83413,-5.1779113,-24.192472,0.3356015,-14.506997,-10.685249,-0.30410436,-9.896495,0.6196546,0.9291352,-22.055685,-49.11888,-4.3319826
1.0977367,-2.3016458,-38.695168,-4.7172523,-19.872501,-3.511432,-15.879473,-10.943036,-0.64148086,-6.620082,0.54581976,-0.1490043,-39.838245,-51.896793,-4.6625896
3.9429069,2.4163013,14.68526,0.41458824,6.0441756,2.4480462,0.5581235,-0.63381404,0.18676923,2.2848334,-0.14963819,-0.45045263,21.508865,14.725148,1.778847
2.5879912,-0.58770066,4.255146,2.9734857,4.960768,2.4899604,8.223511,-1.0551367,0.009228353,2.2559612,0.050569307,1.034838,23.076656,14.690766,0.72525036
3.458967,-0.8033964,11.278367,0.34568793,2.9299145,2.8447933,0.67542404,2.5175095,-0.3715847,1.1198941,0.46146405,-0.6563475,25.166126,16.082865,1.4548916
0.8822572,0.20911676,4.5609097,0.4388609,4.018007,1.3173239,-1.4925768,-0.69257545,0.08272175,-3.9636383,-0.31771544,-0.5116839,-15.345051,10.305745,-0.013188972
2.10388,-0.9542386,23.646854,-0.25042602,5.1871343,1.4549407,4.151314,2.1008909,-0.62122524,-1.681627,0.28023222,-0.8168446,29.376606,15.211011,1.5272633
0.31502324,-1.1648855,-36.921673,-5.5687737,-26.86349,-0.26868355,-15.088986,-11.425525,-0.34285134,-9.920479,0.22991528,-0.06779215,-20.035572,-49.58058,-4.8246307
-0.7071535,-0.9693639,3.1525476,0.2117353,4.5609107,1.5215614,3.2889488,-3.5550156,0.19531676,-3.3808527,0.15027454,0.68967485,-24.113182,13.229369,-0.12580147
-0.31154692,1.2701116,-24.436441,1.0327989,3.2472508,1.3603565,-11.517401,-8.630927,0.7378648,-4.5212965,1.0464102,0.66619456,-12.875487,-27.201773,-2.2334664
2.0919862,-1.7233368,-3.8576987,0.49469405,-1.0837089,1.5739576,2.17067,-1.2021937,0.89382714,-4.1306715,-0.3831374,-0.010961781,-17.87569,11.767268,-0.67957115
-0.7229832,-2.7000272,-40.559856,-4.8720074,-27.785896,0.5487603,-15.881546,-12.088355,-0.35066238,-11.370952,1.0687654,-0.47732365,-39.91445,-53.606525,-4.3153763
3.3396466,4.8835692,34.08077,3.4992602,5.9586787,1.174964,13.46667,5.460004,0.27206528,3.6329024,0.6040059,-0.6677981,31.81533,19.604076,0.8011575
1.148932,0.625404,-0.5154792,-2.1609225,3.0418274,-1.2019168,-8.518765,-13.261244,-0.52220803,-3.932881,1.0700469,0.62914145,-21.769638,-26.16995,-2.365038
1.9634985,0.5584022,-26.735289,1.4892205,2.679715,-5.5901194,-10.445579,-8.29576,0.40099517,-4.7718353,-0.49054152,0.3899301,-10.510183,-27.93732,-2.496716
3.2027166,3.930813,8.195197,9.459943,6.8807254,0.73200077,2.0788815,5.0581036,0.05722111,2.4795284,0.7833948,-1.9948201,-7.258865,14.323069,2.6535351
3.4890966,-0.34450296,28.873177,2.9007814,5.5928645,2.2539172,8.215303,5.091723,0.8449096,3.8946605,0.8661964,-0.5970727,28.871208,18.427542,1.0307759
1.0840392,-1.6905663,-26.87838,0.94617116,6.952686,-1.9220324,-11.658754,-9.979821,-0.5232411,-4.33769,1.2029046,0.33033237,-12.434864,-25.069624,-2.2088873
3.4542851,1.6875701,22.602259,1.8877946,2.9326546,2.213315,0.49598965,3.1559033,1.1398422,-1.3247368,1.0330753,0.12497742,16.961767,16.09379,0.4140833
2.432266,-0.9991931,3.6910348,-0.17162769,3.7755573,-2.7039382,-2.4073558,-6.101943,0.5367988,0.93882996,-0.3147903,0.51168865,-14.339044,11.072815,0.5383544
4.510013,-1.8562362,27.94682,3.4755635,3.9261012,3.040599,13.44152,5.0470996,-0.21920292,3.3903794,0.6635561,-0.53324574,28.4727,19.963346,0.43259305
1.3275092,-3.3882167,-24.398876,1.6661426,8.247937,-3.1904066,-11.954471,-8.739589,0.82863414,-2.743305,-0.27147275,1.091545,-22.804323,-27.336391,-3.2105246
3.3153965,-3.521815,28.808096,2.9719265,4.9939013,3.855473,16.120771,5.597635,0.3465333,3.7284286,0.33955762,-0.53831613,30.118938,19.21225,1.6301512
0.80311096,-0.97049844,7.826579,0.70027417,7.187432,3.6916485,-0.25425923,-0.7323875,1.33882,-4.63229,0.030524712,1.3785434,-11.961854,13.253252,1.3716551
2.2230325,-2.1896164,2.9918163,0.22896737,3.615115,-0.21822552,-1.3716885,-0.04374464,-0.17574191,0.6942878,0.4177948,0.83739525,-17.892347,10.573652,0.62105745
3.2336092,1.2155606,9.794141,3.1217957,4.970583,2.6457396,3.1795523,4.217984,-0.5299352,0.9534858,-0.2904929,-0.25459662,19.624628,16.059013,1.8735454
0.18088308,-2.284157,4.969781,0.8432066,4.029399,0.24625066,-0.5285777,0.5064584,-0.26477343,1.5621569,-0.6248734,-0.4867575,-12.4469595,9.519641,0.61332846
4.1800814,-0.01448821,3.0696442,0.9882858,2.4755843,3.3967133,8.572587,3.94376,-0.1342117,3.091311,0.32613626,-0.92209244,19.747395,14.54306,-0.030742103
0.55454206,0.21587038,-4.3545194,-0.1100732,-2.4787643,-4.29471,2.4316356,-1.6501741,0.14633529,1.7557844,-0.32105806,0.44636968,-17.161919,10.880371,-0.06932065
1.5043422,-0.31855664,16.859838,8.489377,5.1568036,0.52010995,2.8299143,5.360263,0.09198731,2.501131,-0.23935452,0.11606228,-7.593602,13.702542,2.0809133
0.7305474,-0.7542517,9.394608,0.8716808,4.2633324,3.5178952,-9.891577,0.32507166,0.048078217,1.4891455,0.6793115,0.9956139,-15.615687,11.832961,1.707185
0.62883323,1.9008415,-27.08659,-0.58538705,9.880234,-1.0966909,-9.983987,-8.48569,-0.5129577,-4.0665717,0.6656608,0.56937003,-17.23533,-26.345957,-1.7498648
3.0202866,5.313643,33.898678,3.0734236,5.2956963,1.893676,16.471489,5.7244987,-0.11096663,3.5265493,0.56523895,-0.31484383,30.97331,20.29187,1.5505935
3.7632792,6.3147583,28.162811,3.019694,5.9277716,2.667265,12.8972645,6.8931866,0.64317584,3.8370876,0.8118541,-0.46052766,30.618654,19.09791,1.5871992
-0.29356274,-5.4071703,-40.44967,-5.1039515,-31.144915,0.08181397,-15.8209095,-12.020572,-0.5493222,-7.677094,0.17983663,-0.16462757,-40.88218,-53.302254,-3.2932363
4.268692,-0.037494402,15.5162525,3.3320193,4.825653,2.5674179,0.5705498,-2.687129,-0.05400054,1.6167237,-0.59469575,-0.3930648,21.374098,16.600393,0.49038416
3.134521,-1.089105,17.133926,3.573076,7.5404577,2.5237813,-0.009638117,3.8261104,-0.04827517,1.7559932,-0.22444563,0.97536755,20.590137,15.93311,1.3795266
3.891151,1.2550689,13.476401,3.82138,3.0053847,1.2116256,0.15524463,3.9360993,0.10157659,3.027484,-0.23135984,1.5034515,21.847113,15.658164,1.4089683
2.507485,0.29257154,-0.17841507,0.7290617,3.9290133,-1.6459388,2.6849477,-1.5257753,-0.51068056,1.2841996,-0.021994334,1.2289172,-4.0549397,11.109413,-0.8241778
0.7092443,0.66282094,-25.17065,1.9356315,7.11591,0.6314833,-8.779218,-6.7180276,0.88758564,-4.1652713,0.75334233,0.8412327,-8.852776,-25.157198,-2.0970085
-0.38350335,-2.1206467,-2.096709,-1.3065349,2.5923617,-1.7407199,-11.9354,-15.254399,-0.45531765,-5.388607,0.37365898,-0.68928397,-21.284512,-27.054157,0.6541468
3.317926,3.9411924,4.2527194,3.341448,6.876732,0.11742413,1.7958333,3.526952,-0.31214458,2.7972012,0.8262077,0.30067885,16.902035,15.1832905,2.1041272
2.2893026,-1.9816965,-3.1687682,0.6602535,3.0964954,1.7613775,-4.38265,-0.9134154,-0.8286052,2.0746565,-0.5963024,0.89450014,-12.45958,11.738129,1.4648255
2.641101,0.3608198,2.9642036,0.6500646,5.956464,0.45220548,-1.9093325,-0.37390915,-0.2741799,1.9521598,-0.767714,0.73830986,-12.055444,10.273761,-2.0160925
1.3496413,-2.251254,-0.48162147,0.07560331,3.885548,-3.5779967,0.9858927,-6.1985035,0.090891644,1.2992308,-0.12287764,0.6511066,-12.671245,11.288433,0.6327349
3.086556,2.5561092,10.774812,3.1414123,5.1734633,1.4324155,9.209691,4.242628,0.36568323,1.426584,-0.60603946,0.15793471,20.826633,16.652348,1.5912796
2.2796857,-0.17555025,15.405206,0.66109216,5.8699617,2.5199723,-0.14858899,4.888064,0.72622424,1.1983243,-0.7360744,-0.20625491,22.490934,15.650034,1.6470801
3.461002,0.20250574,27.675806,3.1270971,6.036565,1.7291224,11.839811,3.8617222,0.18011609,3.5669374,-0.35999206,-0.6156216,31.011894,18.392462,0.64752775
4.055148,-1.0739722,5.2682095,3.3062587,6.029271,1.5853964,1.8059589,-0.3436448,-0.61561394,2.0808573,-0.5082053,-0.96835,18.643011,15.122146,2.1862655
3.811221,3.4080613,24.164782,1.6579436,4.8206077,0.14675789,-0.8680048,3.4136841,0.2655715,2.9910295,0.76740885,1.1559763,20.527748,16.863464,1.0117265
3.4120529,1.1963545,18.907417,3.4809613,4.9330654,4.2881656,17.441708,5.2351966,0.7479694,3.2308097,0.920075,0.22140658,30.58678,18.37849,1.5877726
4.241909,-0.7057916,17.17955,0.85619855,4.9938064,0.10642515,0.68394077,-2.516561,-0.69267946,1.2435478,-0.25597212,-1.1243339,25.734842,14.699035,2.1849394
3.4315138,-0.06832862,11.362712,2.4531512,2.7752001,1.3916891,6.254542,3.4444816,0.15745105,-1.6981997,-0.37240303,0.20990625,17.287998,15.3946085,1.5216582
3.081646,-1.5909021,9.327737,2.512721,5.6309786,-0.38712656,1.189841,4.94407,-0.63271517,-0.027372202,0.24796547,0.122443214,16.694244,16.125399,1.2249174
2.2023358,-1.141961,5.107305,0.7985968,5.252627,3.8008316,-10.043602,-0.60237646,1.401031,1.4648243,0.9548014,1.0890355,-13.340035,11.211059,0.98153466
1.1689312,3.8364239,3.7540853,0.47147238,3.4160924,-1.9314405,-0.39422098,-0.54724157,-0.7838091,1.0250096,-0.3554602,1.0901631,-12.88336,10.54523,1.2519906
3.9374626,0.342311,16.133625,3.7963011,2.6953561,2.6599345,5.7946067,3.7104504,-0.43059403,0.72260314,-0.75739664,-0.09511644,16.926065,15.406195,1.7334936
3.5096412,-0.45164403,15.761377,2.8160686,5.1282396,1.1770278,4.4370594,-0.46281397,-0.38748702,0.53177094,0.54250646,-1.2610607,17.69403,15.772154,0.65717405
0.18810178,-1.7349813,3.2762954,0.2923449,3.8051858,2.29177,0.80596125,-0.06621045,0.3207008,0.9157372,0.026583156,0.034958355,-26.721165,13.575126,1.1360217
2.4145129,1.0883756,-24.446516,-0.25484678,-1.0895191,-2.052255,-10.964948,-11.081464,0.2408971,-5.0138,-0.6320443,0.58813125,-15.552882,-26.510078,-2.1229389
1.3129451,-2.9584236,-24.487713,-2.4001424,5.021529,-1.8410798,-10.88556,-11.461726,0.40319505,-4.622184,-0.13166982,2.8517244,-21.476109,-27.197931,-2.3909988
4.1653337,-1.3564665,16.582008,3.3718033,3.2331088,2.54398,-0.53956586,-0.09632893,-0.40716258,2.4311202,-0.27775648,1.4640787,18.292986,16.759367,1.5354841
2.4007268,-1.172325,4.2293367,0.25680757,0.035394024,-0.5496336,-4.623732,-3.3516912,0.9100255,1.564313,-0.10857575,-0.07258499,-17.752079,12.420564,0.57297534
0.24977267,-1.4204001,-0.59608257,1.1569713,-1.3734078,-4.3011637,-12.016595,-3.7266428,-0.7033161,-4.998726,0.9604798,0.6042905,-21.02725,-30.24708,2.174262
2.6009429,6.889445,34.83927,2.7016551,5.5144234,1.6819953,18.108152,6.299922,-0.20283413,4.0476007,0.8354115,-0.020773185,33.69541,19.848848,1.9000918
0.48660988,-0.7874868,-41.464012,-4.9297867,-33.43143,-5.7531533,-15.549366,-12.344004,-0.4520921,-10.336416,0.1918493,0.27575937,-43.13445,-54.146973,-4.3578444
3.7410924,5.210158,15.716005,4.0343914,5.3413563,1.1773175,6.5782666,3.913575,-0.51299906,-1.0993322,0.5243642,0.0521505,16.21467,15.333801,1.2421753
2.6433086,7.6968827,31.11752,4.1638856,4.670459,2.199173,17.871868,5.29527,-0.00014091516,3.7697136,-0.5086271,-0.6448152,34.228695,19.35835,1.9808027
0.6590239,-2.0112517,-41.31804,-0.3447321,-29.28094,-5.5399146,-15.278461,-11.435329,-0.31107524,-7.8821163,0.46417403,-0.47731277,-42.509075,-53.344666,-3.875616
1.6225061,1.4554797,-22.487644,-1.0379078,5.547877,-5.1702504,-11.332929,-8.021345,-0.36642307,-6.291678,-0.18106753,0.77169585,-18.805977,-27.605793,0.72165966
2.711815,2.75814,9.7840805,0.7529261,5.7185793,0.21485946,0.24333046,4.968693,0.6884869,0.85038936,0.504462,0.45304054,21.391844,15.751214,1.6994255
0.33594847,0.19437997,4.802093,-0.27731723,0.6535803,-2.1416116,2.230763,-1.3341527,0.042254426,1.169914,-0.26622048,1.2231556,-23.817768,12.371337,1.0842497
2.9528015,-2.3423004,0.86365736,0.85561216,8.161809,-3.2916408,3.3135903,-2.913413,0.7446541,0.9213799,-0.5097121,1.335831,-24.5321,4.3063335,0.59475666
1.4270588,0.7449371,7.187605,0.5163958,3.447693,3.3904831,2.5681748,-1.329159,0.4845976,-0.7236997,-0.3724359,1.5213561,-14.877756,11.220013,1.1169956
0.766489,-1.7230115,3.5760071,0.71478057,4.1081057,-4.4826283,2.3080354,-1.1367949,-1.3840371,0.74145365,0.84048826,-0.34441844,-16.086655,8.313919,0.7587696
0.70492876,-0.029249553,2.0677617,-1.0999414,3.5787795,-0.15468721,0.62528807,-0.0756663,-0.053047735,0.22735374,-0.23912577,0.95496875,-12.948416,12.129427,0.8288077
0.46492028,-1.8377713,-25.977201,-2.6682482,6.6115155,0.59154826,-9.93171,-8.773632,0.5700354,-2.593326,0.92204285,0.6523648,-11.107941,-28.122356,-2.4253693
1.7292682,0.5642292,4.563181,0.4419806,-0.8213149,1.9292173,2.728718,-4.9384165,-0.46899766,1.4760929,-0.15185921,0.60119456,-16.042261,11.72671,0.2378617
2.6689334,6.1703615,34.606987,3.171642,6.177175,1.8335752,17.111933,5.5763464,1.4626213,3.7077477,0.55263615,-0.3995635,31.20593,19.04275,1.069755
3.37081,-0.15325767,5.2919664,3.3320277,4.8038483,2.4274833,1.8959721,-0.3991519,-0.927193,2.0114264,0.2303004,-0.26893482,16.072947,15.89955,0.95558906
0.48396868,-4.4978437,-42.563194,-5.631538,-27.543865,-5.096516,-16.19652,-10.421539,0.018344184,-9.490025,0.2203957,-0.1956298,-41.670788,-53.983723,-4.810185
4.4123235,3.426716,10.823721,0.80636126,4.8412666,2.7144947,0.44735312,4.3429985,1.0632886,1.2914077,0.967072,0.34368593,23.286201,15.696202,1.246467
3.1759655,7.429493,31.43062,3.3900988,6.819083,4.2688956,18.486551,10.233449,0.18497925,4.1907616,0.8942039,0.027128702,30.704597,18.269472,1.2732505
2.8591866,0.9242047,-22.048735,-1.92374,0.8188143,-4.322309,-11.227485,-11.163732,-0.34245703,-5.859334,-0.51869977,1.6826352,-15.708297,-29.74533,-2.246637
4.089372,0.5428458,28.831774,3.6654894,6.146314,1.996793,7.232292,6.2264833,0.61584973,3.4279394,0.80663866,-0.7648657,30.47164,18.539577,1.7834814
0.5361382,0.44161648,-26.065228,-2.2243097,6.350003,-3.1984727,-9.805164,-3.9117463,0.5789894,-3.1924767,-0.47298703,0.56969523,-8.551445,-31.771591,-2.3369117
0.88554996,-1.6152724,7.812548,0.4154145,-1.7733933,1.6472332,-0.51762146,-0.8533922,-1.4107665,1.7413412,-0.0151802115,1.1522998,-12.837285,12.335982,1.823085
